,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,Expenses,Group,DeckC,NumberC,SideC,SexW,Transported
831,0889_01,Europa,0.0,TRAPPIST-1e,48.0,0.0,0.0,889,C,32,P,0,0
832,0889_02,Europa,0.0,55 Cancri e,27.0,,12867.0,889,C,32,P,0,1
833,0890_01,Mars,0.0,TRAPPIST-1e,16.0,0.0,,890,F,184,P,0,0
834,0893_01,Earth,1.0,55 Cancri e,32.0,0.0,0.0,893,G,129,P,1,1
835,0898_01,Earth,1.0,TRAPPIST-1e,25.0,,0.0,898,G,134,S,1,0
836,0899_01,Earth,0.0,TRAPPIST-1e,26.0,0.0,717.0,899,F,187,P,0,1
837,0899_02,Earth,1.0,TRAPPIST-1e,44.0,0.0,0.0,899,G,130,P,0,0
838,0901_01,Mars,0.0,TRAPPIST-1e,32.0,0.0,2599.0,901,F,167,S,0,1
839,0902_01,Earth,0.0,TRAPPIST-1e,18.0,0.0,737.0,902,F,188,P,1,1
840,0903_01,Earth,1.0,55 Cancri e,23.0,,,903,G,135,S,0,0
841,0904_01,Europa,0.0,TRAPPIST-1e,44.0,0.0,3983.0,904,C,33,P,0,0
842,0905_01,Mars,0.0,PSO J318.5-22,29.0,0.0,879.0,905,D,38,P,0,0
843,0906_01,Earth,0.0,55 Cancri e,19.0,0.0,,906,F,168,S,1,1
844,0907_01,Europa,0.0,55 Cancri e,41.0,0.0,14811.0,907,B,34,P,0,0
845,0907_02,Europa,0.0,TRAPPIST-1e,28.0,0.0,,907,B,34,P,0,0
846,0910_01,Earth,1.0,TRAPPIST-1e,19.0,0.0,0.0,910,G,137,S,0,1
847,0911_01,Mars,0.0,TRAPPIST-1e,32.0,1.0,,911,F,189,P,0,0
848,0911_02,,0.0,TRAPPIST-1e,74.0,0.0,1427.0,911,F,189,P,0,1
849,0912_01,Europa,0.0,TRAPPIST-1e,31.0,0.0,8280.0,912,B,37,S,0,1
850,0913_01,Europa,0.0,55 Cancri e,38.0,,6113.0,913,E,51,P,0,0
851,0915_01,Earth,0.0,TRAPPIST-1e,20.0,0.0,704.0,915,G,138,S,0,0
852,0918_01,Earth,0.0,TRAPPIST-1e,24.0,0.0,1602.0,918,E,66,S,0,0
853,0919_01,Earth,0.0,PSO J318.5-22,26.0,0.0,1370.0,919,F,190,P,0,0
854,0921_01,Earth,1.0,PSO J318.5-22,44.0,0.0,0.0,921,G,139,S,0,0
855,0922_01,Europa,1.0,55 Cancri e,33.0,0.0,,922,B,35,P,0,1
856,0922_02,Europa,0.0,55 Cancri e,31.0,0.0,2490.0,922,B,35,P,0,0
857,0923_01,Europa,0.0,55 Cancri e,,0.0,10235.0,923,C,38,S,0,1
858,0923_02,Europa,1.0,TRAPPIST-1e,22.0,0.0,0.0,923,B,38,S,1,1
859,0924_01,Earth,0.0,TRAPPIST-1e,33.0,0.0,997.0,924,E,67,S,1,0
860,0925_01,Mars,0.0,TRAPPIST-1e,34.0,0.0,2005.0,925,F,191,P,0,0
861,0925_02,Mars,1.0,TRAPPIST-1e,11.0,0.0,0.0,925,F,191,P,0,1
862,0925_03,Mars,1.0,TRAPPIST-1e,41.0,0.0,,925,F,191,P,0,1
863,0926_01,Europa,0.0,55 Cancri e,30.0,0.0,8524.0,926,B,39,S,0,1
864,0926_02,Europa,0.0,TRAPPIST-1e,30.0,0.0,3836.0,926,B,39,S,0,0
865,0927_01,Earth,0.0,TRAPPIST-1e,25.0,0.0,,927,G,140,S,0,0
866,0928_01,Earth,1.0,PSO J318.5-22,31.0,0.0,0.0,928,G,133,P,0,1
867,0930_01,Earth,0.0,TRAPPIST-1e,38.0,0.0,1041.0,930,F,192,P,0,0
868,0930_02,Earth,1.0,TRAPPIST-1e,15.0,0.0,0.0,930,G,134,P,0,1
869,0931_01,Earth,0.0,TRAPPIST-1e,19.0,0.0,,931,F,193,P,0,1
870,0932_01,Mars,1.0,TRAPPIST-1e,29.0,0.0,0.0,932,,,,0,1
871,0933_01,Europa,0.0,TRAPPIST-1e,30.0,0.0,14180.0,933,C,35,P,0,1
872,0933_02,Europa,0.0,TRAPPIST-1e,29.0,0.0,4064.0,933,C,35,P,0,0
873,0935_01,Earth,0.0,TRAPPIST-1e,36.0,0.0,901.0,935,F,194,P,0,0
874,0938_01,Earth,0.0,TRAPPIST-1e,24.0,0.0,804.0,938,F,172,S,0,0
875,0938_02,Earth,0.0,TRAPPIST-1e,30.0,0.0,871.0,938,E,68,S,0,1
876,0938_03,Earth,0.0,TRAPPIST-1e,0.0,0.0,0.0,938,G,143,S,0,1
877,0939_01,Earth,1.0,,15.0,0.0,0.0,939,G,135,P,0,1
878,0940_01,Earth,0.0,TRAPPIST-1e,38.0,0.0,809.0,940,G,136,P,0,1
879,0941_01,Earth,0.0,TRAPPIST-1e,13.0,0.0,1182.0,941,F,195,P,1,0
880,0942_01,Mars,0.0,TRAPPIST-1e,18.0,0.0,1149.0,942,F,196,P,0,0
881,0944_01,Earth,0.0,TRAPPIST-1e,16.0,0.0,1722.0,944,G,137,P,0,0
882,0944_02,Earth,0.0,55 Cancri e,8.0,0.0,0.0,944,G,137,P,0,0
883,0946_01,Earth,0.0,TRAPPIST-1e,19.0,0.0,607.0,946,F,198,P,0,1
884,0947_01,Earth,0.0,55 Cancri e,26.0,0.0,675.0,947,G,138,P,0,0
885,0949_01,Earth,1.0,55 Cancri e,15.0,0.0,0.0,949,G,140,P,0,1
886,0951_01,Earth,1.0,PSO J318.5-22,38.0,0.0,0.0,951,G,144,S,0,1
887,0952_01,Mars,0.0,TRAPPIST-1e,45.0,0.0,2260.0,952,F,175,S,0,0
888,0953_01,Earth,0.0,PSO J318.5-22,48.0,0.0,,953,F,199,P,0,0
889,0955_01,Earth,1.0,55 Cancri e,17.0,0.0,,955,G,145,S,1,0
890,0956_01,Earth,0.0,TRAPPIST-1e,28.0,0.0,636.0,956,E,70,S,0,1
891,0957_01,Mars,1.0,TRAPPIST-1e,41.0,0.0,0.0,957,F,201,P,0,1
892,0960_01,Earth,0.0,TRAPPIST-1e,19.0,0.0,,960,E,72,S,0,0
893,0961_01,Earth,0.0,55 Cancri e,14.0,0.0,893.0,961,G,141,P,1,1
894,0964_01,Europa,1.0,TRAPPIST-1e,21.0,0.0,,964,B,36,P,0,1
895,0964_02,Europa,1.0,TRAPPIST-1e,48.0,0.0,0.0,964,B,36,P,0,1
896,0965_01,Mars,0.0,TRAPPIST-1e,19.0,0.0,1769.0,965,F,178,S,0,0
897,0966_01,Earth,0.0,TRAPPIST-1e,29.0,0.0,1544.0,966,F,179,S,1,0
898,0968_01,Earth,0.0,TRAPPIST-1e,20.0,0.0,792.0,968,E,53,P,1,0
899,0969_01,Mars,1.0,TRAPPIST-1e,44.0,0.0,0.0,969,F,202,P,0,1
900,0970_01,Earth,1.0,TRAPPIST-1e,19.0,0.0,0.0,970,G,142,P,0,1
901,0971_01,Earth,1.0,TRAPPIST-1e,64.0,0.0,0.0,971,G,143,P,0,0
902,0972_01,Earth,0.0,TRAPPIST-1e,21.0,0.0,1669.0,972,E,54,P,0,0
903,0975_01,Earth,0.0,55 Cancri e,32.0,0.0,826.0,975,E,56,P,1,1
904,0976_01,Earth,1.0,TRAPPIST-1e,20.0,0.0,0.0,976,G,146,S,0,0
905,0978_01,Earth,0.0,TRAPPIST-1e,24.0,0.0,,978,F,203,P,0,0
906,0979_01,Europa,0.0,,44.0,0.0,0.0,979,B,40,S,0,1
907,0982_01,Earth,1.0,PSO J318.5-22,57.0,0.0,0.0,982,G,145,P,0,1
908,0982_02,Earth,0.0,TRAPPIST-1e,51.0,0.0,,982,G,145,P,0,0
909,0983_01,Earth,1.0,55 Cancri e,34.0,0.0,0.0,983,G,149,S,0,1
910,0984_01,Earth,0.0,TRAPPIST-1e,45.0,0.0,887.0,984,G,150,S,0,0
911,0984_02,Earth,0.0,TRAPPIST-1e,24.0,0.0,718.0,984,F,182,S,0,0
912,0984_03,Earth,0.0,TRAPPIST-1e,23.0,0.0,809.0,984,G,150,S,0,0
913,0984_04,Earth,1.0,TRAPPIST-1e,30.0,0.0,0.0,984,G,150,S,0,1
914,0984_05,Earth,0.0,55 Cancri e,20.0,0.0,1235.0,984,F,182,S,0,0
915,0984_06,Earth,1.0,TRAPPIST-1e,22.0,0.0,0.0,984,G,150,S,0,1
916,0984_07,Earth,1.0,PSO J318.5-22,,0.0,0.0,984,G,150,S,0,0
917,0984_08,Earth,1.0,TRAPPIST-1e,71.0,0.0,0.0,984,G,150,S,0,1
918,0985_01,Earth,0.0,55 Cancri e,18.0,0.0,,985,E,57,P,0,1
919,0987_01,Earth,0.0,TRAPPIST-1e,16.0,0.0,666.0,987,F,204,P,0,0
920,0988_01,,0.0,TRAPPIST-1e,28.0,0.0,909.0,988,G,151,S,0,0
921,0988_02,Earth,0.0,TRAPPIST-1e,36.0,0.0,989.0,988,E,73,S,1,1
922,0989_01,Earth,0.0,TRAPPIST-1e,6.0,0.0,0.0,989,G,146,P,0,0
923,0990_01,Earth,0.0,PSO J318.5-22,26.0,0.0,687.0,990,F,183,S,1,0
924,0991_01,Earth,1.0,TRAPPIST-1e,27.0,,0.0,991,G,152,S,0,0
925,0992_01,Europa,0.0,TRAPPIST-1e,49.0,0.0,3077.0,992,D,35,S,0,1
926,0992_02,Europa,0.0,TRAPPIST-1e,29.0,0.0,12597.0,992,D,35,S,0,0
927,0992_03,Europa,0.0,55 Cancri e,46.0,0.0,2966.0,992,D,35,S,0,1
928,0992_04,Europa,0.0,55 Cancri e,35.0,1.0,9766.0,992,,,,1,0
929,0992_05,Europa,1.0,55 Cancri e,17.0,0.0,0.0,992,D,35,S,0,1
930,0992_06,Europa,0.0,55 Cancri e,37.0,0.0,6931.0,992,D,35,S,0,0
931,0993_01,Earth,0.0,55 Cancri e,24.0,0.0,701.0,993,F,184,S,0,0
932,0994_01,Earth,1.0,TRAPPIST-1e,47.0,0.0,0.0,994,G,153,S,0,0
933,0994_02,Earth,0.0,TRAPPIST-1e,26.0,0.0,866.0,994,F,185,S,0,0
934,0995_01,Europa,1.0,55 Cancri e,46.0,0.0,0.0,995,C,36,P,0,1
935,0997_01,Mars,0.0,TRAPPIST-1e,27.0,0.0,1157.0,997,F,186,S,0,0
936,0998_01,Europa,0.0,TRAPPIST-1e,56.0,0.0,7735.0,998,C,37,P,0,1
937,1000_01,Mars,0.0,,18.0,0.0,917.0,1000,D,39,P,0,0
938,1001_01,Earth,1.0,TRAPPIST-1e,15.0,0.0,0.0,1001,G,154,S,0,0
939,1002_01,Mars,0.0,55 Cancri e,3.0,0.0,0.0,1002,F,187,S,0,1
940,1002_02,Mars,0.0,TRAPPIST-1e,42.0,0.0,1768.0,1002,F,187,S,0,0
941,1002_03,Mars,1.0,TRAPPIST-1e,1.0,0.0,0.0,1002,F,187,S,0,1
942,1004_01,Europa,1.0,55 Cancri e,56.0,,0.0,1004,A,11,S,0,1
943,1005_01,Earth,0.0,TRAPPIST-1e,20.0,0.0,786.0,1005,G,156,S,0,0
944,1006_01,Earth,0.0,TRAPPIST-1e,21.0,0.0,791.0,1006,E,74,S,0,0
945,1006_02,Earth,1.0,TRAPPIST-1e,5.0,0.0,0.0,1006,E,74,S,0,1
946,1006_03,Earth,0.0,TRAPPIST-1e,12.0,0.0,0.0,1006,,,,0,1
947,1008_01,Europa,1.0,55 Cancri e,39.0,0.0,0.0,1008,C,39,S,0,1
948,1008_02,Europa,1.0,TRAPPIST-1e,60.0,0.0,0.0,1008,C,39,S,1,1
949,1011_01,Earth,0.0,TRAPPIST-1e,31.0,0.0,1692.0,1011,,,,0,0
950,1011_02,Earth,1.0,TRAPPIST-1e,58.0,0.0,0.0,1011,G,148,P,0,0
951,1012_01,Earth,1.0,TRAPPIST-1e,19.0,0.0,0.0,1012,G,149,P,0,1
952,1013_01,Earth,1.0,TRAPPIST-1e,29.0,0.0,0.0,1013,G,158,S,0,0
953,1014_01,Mars,1.0,TRAPPIST-1e,19.0,0.0,0.0,1014,F,207,P,0,1
954,1015_01,Earth,0.0,TRAPPIST-1e,44.0,,952.0,1015,F,189,S,0,0
955,1017_01,Earth,0.0,TRAPPIST-1e,20.0,0.0,1262.0,1017,F,190,S,1,0
956,1018_01,Earth,1.0,TRAPPIST-1e,18.0,0.0,0.0,1018,G,150,P,0,1
957,1019_01,Earth,0.0,,36.0,0.0,1412.0,1019,F,191,S,1,1
958,1020_01,Mars,1.0,TRAPPIST-1e,25.0,0.0,0.0,1020,F,208,P,0,1
959,1022_01,Earth,0.0,TRAPPIST-1e,15.0,,1008.0,1022,,,,1,0
960,1024_01,Earth,0.0,55 Cancri e,18.0,0.0,1476.0,1024,F,209,P,0,0
961,1024_02,Earth,1.0,TRAPPIST-1e,0.0,0.0,0.0,1024,G,152,P,0,1
962,1024_03,,0.0,55 Cancri e,54.0,0.0,808.0,1024,G,152,P,0,0
963,1024_04,Earth,0.0,55 Cancri e,0.0,0.0,0.0,1024,G,152,P,0,0
964,1025_01,Earth,0.0,TRAPPIST-1e,20.0,0.0,1067.0,1025,F,210,P,1,0
965,1026_01,Earth,1.0,TRAPPIST-1e,21.0,0.0,,1026,G,159,S,0,0
966,1027_01,Mars,0.0,TRAPPIST-1e,8.0,0.0,0.0,1027,F,211,P,0,1
967,1027_02,Mars,0.0,TRAPPIST-1e,46.0,0.0,1573.0,1027,F,211,P,0,0
968,1027_03,Mars,0.0,TRAPPIST-1e,31.0,0.0,,1027,F,211,P,0,0
969,1027_04,Mars,0.0,55 Cancri e,3.0,0.0,0.0,1027,F,211,P,0,1
970,1029_01,Mars,1.0,TRAPPIST-1e,30.0,0.0,0.0,1029,F,212,P,0,1
971,1030_01,Earth,0.0,TRAPPIST-1e,23.0,0.0,1088.0,1030,F,213,P,0,0
972,1031_01,Earth,0.0,TRAPPIST-1e,14.0,0.0,947.0,1031,F,194,S,0,0
973,1032_01,Earth,1.0,PSO J318.5-22,25.0,0.0,0.0,1032,G,153,P,0,0
974,1033_01,Earth,1.0,TRAPPIST-1e,61.0,0.0,0.0,1033,G,154,P,0,1
975,1034_01,Earth,0.0,TRAPPIST-1e,31.0,0.0,888.0,1034,G,155,P,0,0
976,1035_01,Mars,0.0,55 Cancri e,13.0,0.0,2016.0,1035,F,214,P,0,1
977,1036_01,Earth,1.0,PSO J318.5-22,24.0,0.0,,1036,G,161,S,0,1
978,1038_01,Earth,0.0,TRAPPIST-1e,47.0,0.0,889.0,1038,G,163,S,0,0
979,1040_01,Earth,0.0,PSO J318.5-22,15.0,0.0,750.0,1040,G,164,S,0,1
980,1041_01,Europa,1.0,TRAPPIST-1e,46.0,0.0,0.0,1041,,,,0,1
981,1043_01,Earth,0.0,TRAPPIST-1e,49.0,0.0,2486.0,1043,F,215,P,1,0
982,1045_01,Europa,0.0,TRAPPIST-1e,37.0,0.0,0.0,1045,C,38,P,0,0
983,1045_02,Europa,0.0,TRAPPIST-1e,44.0,0.0,14067.0,1045,C,38,P,0,0
984,1046_01,Earth,0.0,TRAPPIST-1e,16.0,0.0,,1046,F,196,S,1,0
985,1047_01,Earth,1.0,TRAPPIST-1e,58.0,0.0,0.0,1047,G,156,P,0,1
986,1048_01,Earth,0.0,TRAPPIST-1e,20.0,0.0,1152.0,1048,F,216,P,0,1
987,1049_01,Mars,1.0,55 Cancri e,36.0,0.0,0.0,1049,F,217,P,0,1
988,1049_02,Mars,1.0,TRAPPIST-1e,31.0,0.0,0.0,1049,F,217,P,0,1
989,1051_01,Earth,0.0,TRAPPIST-1e,21.0,0.0,,1051,F,197,S,0,0
990,1052_01,Earth,0.0,55 Cancri e,22.0,0.0,,1052,F,198,S,0,0
991,1053_01,Earth,0.0,PSO J318.5-22,27.0,0.0,558.0,1053,F,199,S,0,0
992,1054_01,Earth,0.0,TRAPPIST-1e,58.0,0.0,924.0,1054,F,200,S,0,1
993,1056_01,,1.0,TRAPPIST-1e,38.0,0.0,0.0,1056,F,218,P,0,1
994,1056_02,Mars,1.0,55 Cancri e,30.0,0.0,0.0,1056,F,218,P,0,1
995,1057_01,Europa,1.0,55 Cancri e,20.0,0.0,0.0,1057,C,39,P,0,1
996,1058_01,Earth,0.0,TRAPPIST-1e,19.0,0.0,757.0,1058,F,201,S,0,0
997,1060_01,Earth,0.0,TRAPPIST-1e,57.0,0.0,,1060,G,166,S,0,0
998,1062_01,Earth,0.0,TRAPPIST-1e,26.0,0.0,970.0,1062,F,219,P,1,0
999,1063_01,,0.0,TRAPPIST-1e,38.0,0.0,4931.0,1063,B,38,P,0,1
1000,1063_02,Europa,1.0,TRAPPIST-1e,15.0,0.0,,1063,B,38,P,0,1
1001,1065_01,Mars,1.0,TRAPPIST-1e,,,0.0,1065,F,202,S,0,1
1002,1066_01,Mars,1.0,TRAPPIST-1e,35.0,0.0,0.0,1066,F,220,P,0,1
1003,1068_01,Earth,1.0,PSO J318.5-22,38.0,0.0,0.0,1068,G,167,S,0,0
1004,1071_01,,0.0,TRAPPIST-1e,35.0,0.0,1817.0,1071,T,0,P,1,0
1005,1075_01,Europa,1.0,TRAPPIST-1e,14.0,0.0,0.0,1075,B,41,S,0,1
1006,1075_02,Europa,1.0,TRAPPIST-1e,27.0,0.0,0.0,1075,B,41,S,1,1
1007,1076_01,Earth,1.0,TRAPPIST-1e,25.0,0.0,0.0,1076,G,161,P,0,0
1008,1077_01,Earth,,TRAPPIST-1e,37.0,0.0,851.0,1077,G,162,P,0,0
1009,1078_01,Earth,0.0,55 Cancri e,25.0,0.0,788.0,1078,E,60,P,1,0
1010,1079_01,Earth,0.0,55 Cancri e,41.0,0.0,,1079,G,163,P,0,0
1011,1080_01,Mars,0.0,TRAPPIST-1e,50.0,0.0,,1080,F,204,S,0,0
1012,1082_01,Mars,0.0,TRAPPIST-1e,33.0,0.0,1318.0,1082,F,205,S,0,0
1013,1083_01,Mars,1.0,TRAPPIST-1e,27.0,0.0,0.0,1083,F,206,S,0,1
1014,1083_02,Mars,1.0,TRAPPIST-1e,23.0,0.0,0.0,1083,F,206,S,0,1
1015,1083_03,Mars,0.0,TRAPPIST-1e,18.0,0.0,1414.0,1083,F,206,S,0,1
1016,1084_01,Earth,0.0,TRAPPIST-1e,31.0,0.0,860.0,1084,F,207,S,0,0
1017,1085_01,Earth,,TRAPPIST-1e,54.0,,0.0,1085,G,165,P,0,0
1018,1086_01,Earth,1.0,TRAPPIST-1e,0.0,0.0,0.0,1086,G,166,P,1,1
1019,1086_02,Earth,0.0,TRAPPIST-1e,11.0,0.0,,1086,G,166,P,0,0
1020,1086_03,Earth,1.0,TRAPPIST-1e,4.0,0.0,0.0,1086,G,166,P,0,0
1021,1086_04,Earth,0.0,,19.0,0.0,641.0,1086,E,61,P,0,1
1022,1086_05,Earth,0.0,TRAPPIST-1e,7.0,0.0,0.0,1086,G,166,P,0,1
1023,1088_01,Earth,1.0,PSO J318.5-22,20.0,0.0,0.0,1088,G,169,S,0,0
1024,1089_01,,1.0,55 Cancri e,33.0,0.0,0.0,1089,D,41,P,0,1
1025,1089_02,Europa,0.0,TRAPPIST-1e,26.0,0.0,2037.0,1089,D,41,P,0,0
1026,1091_01,Mars,1.0,TRAPPIST-1e,35.0,0.0,0.0,1091,F,223,P,0,1
1027,1093_01,Mars,0.0,TRAPPIST-1e,23.0,0.0,2131.0,1093,D,42,P,0,1
1028,1094_01,Earth,0.0,TRAPPIST-1e,60.0,,804.0,1094,F,224,P,1,0
1029,1095_01,Europa,1.0,TRAPPIST-1e,34.0,0.0,0.0,1095,,,,0,1
1030,1096_01,Earth,0.0,TRAPPIST-1e,,0.0,721.0,1096,G,170,S,1,0
1031,1097_01,Mars,1.0,TRAPPIST-1e,42.0,0.0,0.0,1097,E,76,S,0,1
1032,1099_01,Earth,0.0,PSO J318.5-22,22.0,0.0,720.0,1099,F,225,P,0,0
1033,1100_01,Mars,0.0,TRAPPIST-1e,18.0,0.0,1388.0,1100,F,226,P,0,0
1034,1100_02,Mars,0.0,TRAPPIST-1e,5.0,0.0,,1100,F,226,P,0,1
1035,1100_03,Mars,0.0,TRAPPIST-1e,18.0,0.0,2603.0,1100,F,226,P,0,0
1036,1100_04,Mars,0.0,TRAPPIST-1e,29.0,0.0,1028.0,1100,E,62,P,0,0
1037,1102_01,Mars,,PSO J318.5-22,39.0,0.0,1615.0,1102,F,227,P,0,0
1038,1105_01,Earth,0.0,TRAPPIST-1e,17.0,0.0,876.0,1105,F,208,S,0,0
1039,1108_01,Mars,0.0,TRAPPIST-1e,58.0,0.0,1157.0,1108,F,211,S,0,0
1040,1108_02,Mars,1.0,TRAPPIST-1e,5.0,0.0,0.0,1108,F,211,S,0,1
1041,1110_01,Europa,0.0,TRAPPIST-1e,23.0,0.0,7595.0,1110,C,42,S,1,0
1042,1110_02,Europa,0.0,55 Cancri e,26.0,0.0,6903.0,1110,C,42,S,0,1
1043,1112_01,Europa,0.0,55 Cancri e,40.0,0.0,10358.0,1112,B,39,P,1,1
1044,1113_01,Earth,0.0,TRAPPIST-1e,20.0,0.0,719.0,1113,E,78,S,0,1
1045,1114_01,Mars,0.0,TRAPPIST-1e,38.0,1.0,1299.0,1114,E,79,S,0,0
1046,1114_02,Mars,0.0,TRAPPIST-1e,31.0,0.0,0.0,1114,E,79,S,0,0
1047,1115_01,Earth,1.0,TRAPPIST-1e,34.0,0.0,0.0,1115,G,173,S,0,1
1048,1116_01,Earth,0.0,TRAPPIST-1e,9.0,0.0,0.0,1116,G,174,S,0,1
1049,1116_02,Earth,,TRAPPIST-1e,36.0,0.0,3109.0,1116,,,,0,1
1050,1116_03,Earth,1.0,TRAPPIST-1e,26.0,0.0,0.0,1116,G,174,S,0,1
1051,1117_01,Earth,0.0,TRAPPIST-1e,18.0,0.0,906.0,1117,E,63,P,0,0
1052,1121_01,Earth,0.0,PSO J318.5-22,55.0,,887.0,1121,F,229,P,0,1
1053,1123_01,Europa,0.0,TRAPPIST-1e,28.0,0.0,9547.0,1123,B,40,P,0,0
1054,1127_01,Europa,1.0,55 Cancri e,18.0,0.0,0.0,1127,B,43,S,0,1
1055,1129_01,Earth,0.0,TRAPPIST-1e,28.0,0.0,792.0,1129,E,80,S,0,0
1056,1130_01,Mars,1.0,TRAPPIST-1e,23.0,0.0,,1130,E,81,S,0,0
1057,1130_02,Mars,0.0,55 Cancri e,20.0,0.0,,1130,D,38,S,0,1
1058,1132_01,Earth,1.0,TRAPPIST-1e,22.0,0.0,0.0,1132,,,,0,0
1059,1133_01,Mars,0.0,TRAPPIST-1e,27.0,0.0,0.0,1133,E,64,P,0,1
1060,1134_01,Europa,1.0,55 Cancri e,13.0,0.0,0.0,1134,,,,0,1
1061,1136_01,Earth,0.0,TRAPPIST-1e,32.0,0.0,1822.0,1136,G,175,S,0,1
1062,1140_01,Europa,0.0,TRAPPIST-1e,53.0,0.0,2534.0,1140,B,46,S,1,1
1063,1140_02,Europa,1.0,TRAPPIST-1e,34.0,0.0,0.0,1140,B,46,S,0,1
1064,1140_03,Europa,1.0,55 Cancri e,42.0,0.0,0.0,1140,B,46,S,0,1
1065,1141_01,Earth,1.0,TRAPPIST-1e,19.0,0.0,0.0,1141,G,176,S,0,1
1066,1142_01,Earth,0.0,TRAPPIST-1e,54.0,0.0,908.0,1142,G,173,P,0,1
1067,1144_01,Earth,0.0,TRAPPIST-1e,12.0,0.0,0.0,1144,G,177,S,0,1
1068,1144_02,Earth,0.0,TRAPPIST-1e,35.0,0.0,1396.0,1144,F,217,S,0,0
1069,1144_03,Earth,0.0,TRAPPIST-1e,55.0,0.0,,1144,G,177,S,1,0
1070,1146_01,Earth,0.0,55 Cancri e,26.0,,2111.0,1146,F,232,P,0,0
1071,1147_01,Europa,1.0,TRAPPIST-1e,49.0,0.0,0.0,1147,B,42,P,0,1
1072,1148_01,Europa,1.0,55 Cancri e,22.0,0.0,,1148,C,42,P,0,1
1073,1148_02,Europa,0.0,55 Cancri e,,0.0,10841.0,1148,C,42,P,0,0
1074,1148_03,Europa,0.0,TRAPPIST-1e,30.0,0.0,7166.0,1148,C,42,P,1,0
1075,1148_04,Europa,0.0,55 Cancri e,39.0,0.0,5393.0,1148,,,,0,1
1076,1148_05,Europa,1.0,,14.0,0.0,0.0,1148,C,42,P,0,1
1077,1148_06,Europa,1.0,TRAPPIST-1e,29.0,0.0,,1148,C,42,P,0,1
1078,1148_07,Europa,0.0,55 Cancri e,34.0,0.0,5022.0,1148,C,42,P,0,0
1079,1149_01,Earth,0.0,55 Cancri e,8.0,0.0,0.0,1149,G,178,S,0,1
1080,1149_02,Earth,0.0,TRAPPIST-1e,7.0,0.0,0.0,1149,G,178,S,0,0
1081,1149_03,Earth,1.0,TRAPPIST-1e,3.0,0.0,0.0,1149,G,178,S,0,0
1082,1149_04,Earth,0.0,TRAPPIST-1e,0.0,0.0,0.0,1149,G,178,S,0,0
1083,1149_05,Earth,0.0,55 Cancri e,10.0,0.0,0.0,1149,G,178,S,0,0
1084,1150_01,Earth,1.0,55 Cancri e,16.0,,,1150,G,179,S,1,0
1085,1152_01,Mars,0.0,TRAPPIST-1e,41.0,0.0,1128.0,1152,F,218,S,0,0
1086,1153_01,Earth,1.0,TRAPPIST-1e,18.0,0.0,0.0,1153,G,174,P,0,1
1087,1154_01,Europa,1.0,TRAPPIST-1e,25.0,0.0,,1154,B,43,P,0,1
1088,1154_02,Europa,1.0,TRAPPIST-1e,32.0,0.0,0.0,1154,B,43,P,0,1
1089,1154_03,Europa,1.0,55 Cancri e,26.0,0.0,0.0,1154,B,43,P,1,1
1090,1155_01,Earth,0.0,TRAPPIST-1e,26.0,0.0,946.0,1155,F,233,P,0,0
1091,1155_02,Earth,1.0,TRAPPIST-1e,18.0,0.0,0.0,1155,G,175,P,0,1
1092,1156_01,Europa,0.0,TRAPPIST-1e,27.0,0.0,6128.0,1156,B,47,S,0,0
1093,1156_02,Europa,1.0,TRAPPIST-1e,26.0,0.0,0.0,1156,B,47,S,1,1
1094,1161_01,Europa,0.0,55 Cancri e,28.0,0.0,11906.0,1161,B,48,S,0,1
1095,1161_02,Europa,0.0,55 Cancri e,19.0,0.0,18117.0,1161,B,48,S,0,0
1096,1162_01,Europa,0.0,TRAPPIST-1e,31.0,0.0,2644.0,1162,C,45,S,0,1
1097,1163_01,Earth,0.0,55 Cancri e,35.0,0.0,1340.0,1163,F,235,P,0,1
1098,1165_01,Europa,0.0,55 Cancri e,46.0,0.0,9820.0,1165,B,44,P,0,0
1099,1165_02,Europa,0.0,TRAPPIST-1e,37.0,0.0,1241.0,1165,B,44,P,0,0
1100,1165_03,Europa,1.0,TRAPPIST-1e,29.0,0.0,0.0,1165,B,44,P,0,1
1101,1165_04,Europa,1.0,TRAPPIST-1e,17.0,0.0,0.0,1165,B,44,P,0,1
1102,1166_01,Europa,0.0,55 Cancri e,30.0,0.0,6411.0,1166,C,43,P,0,0
1103,1167_01,Mars,1.0,TRAPPIST-1e,28.0,0.0,,1167,F,236,P,0,1
1104,1168_01,Earth,0.0,TRAPPIST-1e,16.0,0.0,791.0,1168,E,69,P,0,0
1105,1169_01,Mars,,TRAPPIST-1e,40.0,0.0,2366.0,1169,F,221,S,0,0
1106,1170_01,Earth,0.0,TRAPPIST-1e,23.0,0.0,791.0,1170,E,83,S,0,0
1107,1173_01,Earth,0.0,PSO J318.5-22,24.0,,700.0,1173,G,182,S,0,1
1108,1174_01,Earth,1.0,TRAPPIST-1e,36.0,0.0,,1174,G,176,P,1,1
1109,1175_01,Mars,1.0,TRAPPIST-1e,34.0,0.0,0.0,1175,F,223,S,0,1
1110,1177_01,Europa,1.0,TRAPPIST-1e,59.0,0.0,0.0,1177,C,44,P,0,1
1111,1178_01,Earth,0.0,TRAPPIST-1e,20.0,0.0,600.0,1178,F,224,S,1,0
